lolek;210.0;210.0;C;210.0;240.0;E;210.0;270.0;E;5;
lolek;180.0;240.0;A;3;
lolek;300.0;270.0;O;2;
lolek;270.0;300.0;S;1;
lolek;330.0;270.0;O;3;
lolek;360.0;330.0;G;4;
lolek;360.0;420.0;B;10;
lolek;420.0;360.0;G;4;
lolek;420.0;390.0;L;3;
lolek;420.0;330.0;L;5;
lolek;420.0;300.0;I;6;
lolek;150.0;240.0;S;4;
